cc_number,crime_date_time,crime_code,description,inside_outside,weapon,post,gender,age,race,location,old_district,new_district,neighborhood,latitude,longitude,premise_type,total_incidents,year,month,hour,date,age_range,time_range,during_or_just_after_school,around_lunch,quarter,quarter_date
18h04884,2018-08-13T17:44:00Z,9,shooting,outside,firearm,NA,male,23,white,200 i-895,NA,n/a,NA,0,0,shed,1,2018,8,17,2018-08-13,18 to 25,evening,TRUE,FALSE,3,2018-09-30
18h11095,2018-08-12T04:05:00Z,9,shooting,outside,firearm,324,male,21,white,600 fallsway,eastern,n/a,penn-fallsway,39.297222,-76.610208,vehicle,1,2018,8,4,2018-08-12,18 to 25,morning,FALSE,FALSE,3,2018-09-30
18h04707,2018-08-12T22:48:00Z,9,shooting,outside,firearm,811,male,57,black_or_african_american,2100 n hilton st,southwest,n/a,walbrook,39.31110925654211,-76.6726380845038,street,1,2018,8,22,2018-08-12,51 to 74,night,FALSE,FALSE,3,2018-09-30
18c08690,2018-03-24T16:44:00Z,9,shooting,outside,firearm,815,male,15,black_or_african_american,600 allendale st,southwest,n/a,edgewood,39.294024,-76.678453,public area,1,2018,3,16,2018-03-24,juvenile,after school,TRUE,FALSE,1,2018-03-31
18h06780,2018-08-18T03:02:00Z,9,shooting,outside,firearm,515,male,40,black_or_african_american,600 e 38th st,northern,n/a,waverly,39.335585,-76.607457,street,1,2018,8,3,2018-08-18,35 to 50,early morning,FALSE,FALSE,3,2018-09-30
18h06997,2018-08-18T18:40:00Z,9,shooting,outside,firearm,414,male,26,black_or_african_american,5600 loch raven blvd,northeast,n/a,loch raven,39.359712,-76.588432,street,1,2018,8,18,2018-08-18,26 to 34,evening,TRUE,FALSE,3,2018-09-30
18h06720,2018-08-18T22:51:00Z,9,shooting,outside,firearm,312,male,40,black_or_african_american,1400 darley av,eastern,n/a,darley park,39.315271275710856,-76.59667151171716,street,1,2018,8,22,2018-08-18,35 to 50,night,FALSE,FALSE,3,2018-09-30
18h06799,2018-08-18T05:28:00Z,9,shooting,inside,firearm,922,male,31,black_or_african_american,1100 cherry hill rd,southern,n/a,cherry hill,39.250598,-76.630012,dwelling,1,2018,8,5,2018-08-18,26 to 34,morning,FALSE,FALSE,3,2018-09-30
18h06720,2018-08-18T22:51:00Z,9,shooting,outside,firearm,312,male,30,black_or_african_american,1400 darley av,eastern,n/a,darley park,39.315271275710856,-76.59667151171716,street,1,2018,8,22,2018-08-18,26 to 34,night,FALSE,FALSE,3,2018-09-30
18h06785,2018-08-18T03:15:00Z,9,shooting,outside,firearm,532,male,30,white,2800 s edgecombe cir,northern,n/a,parklane,39.34239965722271,-76.66137454011209,street,1,2018,8,3,2018-08-18,26 to 34,early morning,FALSE,FALSE,3,2018-09-30
18h07067,2018-08-18T23:17:00Z,9,shooting,outside,firearm,835,male,27,black_or_african_american,0 n catherine st,southwest,n/a,shipley hill,39.28842770391576,-76.65634551980082,street,1,2018,8,23,2018-08-18,26 to 34,night,FALSE,FALSE,3,2018-09-30
18c10293,2018-03-29T02:23:00Z,9,shooting,outside,firearm,111,male,29,black_or_african_american,400 e baltimore st,central,n/a,downtown,39.289875155250655,-76.61002267111232,street,1,2018,3,2,2018-03-29,26 to 34,early morning,FALSE,FALSE,1,2018-03-31
18c10642,2018-03-29T22:23:00Z,9,shooting,outside,firearm,423,male,26,black_or_african_american,7200 mc clean blvd,northeast,n/a,hamilton hills,39.37117462825053,-76.56860008549799,vehicle,1,2018,3,22,2018-03-29,26 to 34,night,FALSE,FALSE,1,2018-03-31
18g03864,2018-07-11T16:24:00Z,9,shooting,outside,firearm,835,male,27,black_or_african_american,300 s catherine st,southwest,n/a,shipley hill,39.278786,-76.663513,street,1,2018,7,16,2018-07-11,26 to 34,after school,TRUE,FALSE,3,2018-09-30
18g03956,2018-07-11T20:19:00Z,9,shooting,outside,firearm,331,male,30,black_or_african_american,1800 n wolfe st,eastern,n/a,broadway east,39.310855,-76.591566,alley,1,2018,7,20,2018-07-11,26 to 34,night,FALSE,FALSE,3,2018-09-30
18h04286,2018-08-11T18:23:00Z,9,shooting,outside,firearm,323,male,33,black_or_african_american,1400 e eager st,eastern,n/a,gay street,39.301737,-76.599292,street,1,2018,8,18,2018-08-11,26 to 34,evening,TRUE,FALSE,3,2018-09-30
18b02217,2018-02-06T19:02:00Z,9,shooting,outside,firearm,824,male,18,black_or_african_american,500 denison st,southwest,n/a,lower edmondson village,39.292833,-76.674133,street,1,2018,2,19,2018-02-06,juvenile,evening,FALSE,FALSE,1,2018-03-31
18f05866,2018-06-16T01:11:00Z,9,shooting,outside,firearm,733,male,38,black_or_african_american,1700 w north av,western,n/a,penn north,39.310005,-76.645068,street,1,2018,6,1,2018-06-16,35 to 50,early morning,FALSE,FALSE,2,2018-06-30
18f05867,2018-06-16T01:13:00Z,9,shooting,outside,firearm,123,female,52,black_or_african_american,1000 druid hill av,central,n/a,upton,39.299609,-76.625722,street,1,2018,6,1,2018-06-16,51 to 74,early morning,FALSE,FALSE,2,2018-06-30
18f06060,2018-06-16T15:45:00Z,9,shooting,outside,firearm,523,male,22,black_or_african_american,5400 york rd,northern,n/a,homeland,39.355549,-76.609961,street,1,2018,6,15,2018-06-16,18 to 25,after school,TRUE,FALSE,2,2018-06-30
18f06187,2018-06-16T23:00:00Z,9,shooting,outside,firearm,411,male,19,black_or_african_american,1700 montpelier st,northeast,n/a,coldstream homestead montebello,39.319889,-76.595238,street,1,2018,6,23,2018-06-16,18 to 25,night,FALSE,FALSE,2,2018-06-30
18f05866,2018-06-16T01:11:00Z,9,shooting,outside,firearm,733,male,44,black_or_african_american,1700 w north av,western,n/a,penn north,39.310005,-76.645068,street,1,2018,6,1,2018-06-16,35 to 50,early morning,FALSE,FALSE,2,2018-06-30
18e00004,2018-04-30T23:36:00Z,9,shooting,outside,firearm,443,male,32,black_or_african_american,5200 frankford av,northeast,n/a,frankford,39.326082,-76.540977,street,1,2018,4,23,2018-04-30,26 to 34,night,FALSE,FALSE,2,2018-06-30
18e00004,2018-04-30T23:36:00Z,9,shooting,outside,firearm,443,male,24,black_or_african_american,5200 frankford av,northeast,n/a,frankford,39.326082,-76.540977,street,1,2018,4,23,2018-04-30,18 to 25,night,FALSE,FALSE,2,2018-06-30
18d04674,2018-04-12T17:58:00Z,9,shooting,outside,firearm,723,male,32,black_or_african_american,1700 ruxton av,western,n/a,coppin heights/ash-co-east,39.307662,-76.655064,street,1,2018,4,17,2018-04-12,26 to 34,evening,TRUE,FALSE,2,2018-06-30
18d04674,2018-04-12T17:58:00Z,9,shooting,outside,firearm,723,male,27,black_or_african_american,1700 ruxton av,western,n/a,coppin heights/ash-co-east,39.307662,-76.655064,street,1,2018,4,17,2018-04-12,26 to 34,evening,TRUE,FALSE,2,2018-06-30
18f09885,2018-06-26T22:54:00Z,9,shooting,outside,firearm,525,male,21,black_or_african_american,900 e 41st st,northern,n/a,pen lucy,39.339848,-76.603568,street,1,2018,6,22,2018-06-26,18 to 25,night,FALSE,FALSE,2,2018-06-30
18f09537,2018-06-26T00:53:00Z,9,shooting,outside,firearm,812,male,19,black_or_african_american,3700 clifton av,southwest,n/a,mount holly,39.310847648634045,-76.67963668472842,street,1,2018,6,0,2018-06-26,18 to 25,early morning,FALSE,FALSE,2,2018-06-30
18c05132,2018-03-14T21:50:00Z,9,shooting,outside,firearm,413,male,31,black_or_african_american,4600 marble hall rd,northeast,n/a,new northwood,39.344943,-76.597155,street,1,2018,3,21,2018-03-14,26 to 34,night,FALSE,FALSE,1,2018-03-31
18a10917,2018-01-29T16:35:00Z,9,shooting,outside,firearm,633,male,17,black_or_african_american,5200 cuthbert av,northwest,n/a,arlington,39.346584814014335,-76.68075729386578,street,1,2018,1,16,2018-01-29,juvenile,after school,TRUE,FALSE,1,2018-03-31
18a10917,2018-01-29T16:35:00Z,9,shooting,outside,firearm,633,male,23,black_or_african_american,5200 cuthbert av,northwest,n/a,arlington,39.346584814014335,-76.68075729386578,street,1,2018,1,16,2018-01-29,18 to 25,after school,TRUE,FALSE,1,2018-03-31
18a10909,2018-01-29T16:23:00Z,9,shooting,outside,firearm,123,male,16,black_or_african_american,1500 shields pl,central,n/a,upton,39.30091443415008,-76.63416648197807,street,1,2018,1,16,2018-01-29,juvenile,after school,TRUE,FALSE,1,2018-03-31
18f07007,2018-06-19T11:08:00Z,9,shooting,outside,firearm,331,male,23,black_or_african_american,2400 llewelyn av,eastern,n/a,broadway east,39.307412,-76.584178,street,1,2018,6,11,2018-06-19,18 to 25,morning,TRUE,FALSE,2,2018-06-30
18f07477,2018-06-20T12:51:00Z,9,shooting,outside,firearm,621,male,29,black_or_african_american,4400 penhurst av,northwest,n/a,west arlington,39.338755,-76.685496,public area,1,2018,6,12,2018-06-20,26 to 34,early afternoon,TRUE,FALSE,2,2018-06-30
18d09175,2018-04-23T22:28:00Z,9,shooting,outside,firearm,624,male,60,unknown,4200 fairfax rd,northwest,n/a,west forest park,39.320215,-76.687705,street,1,2018,4,22,2018-04-23,51 to 74,night,FALSE,FALSE,2,2018-06-30
18d08797,2018-04-23T01:06:00Z,9,shooting,outside,firearm,722,male,43,black_or_african_american,900 n monroe st,western,n/a,midtown-edmondson,39.298789,-76.647593,street,1,2018,4,1,2018-04-23,35 to 50,early morning,FALSE,FALSE,2,2018-06-30
18c03418,2018-03-10T02:59:00Z,9,shooting,outside,firearm,413,male,23,black_or_african_american,1300 crofton rd,northeast,n/a,new northwood,39.346797,-76.595862,street,1,2018,3,2,2018-03-10,18 to 25,early morning,FALSE,FALSE,1,2018-03-31
18c03518,2018-03-10T13:22:00Z,9,shooting,outside,firearm,131,male,47,black_or_african_american,400 presstman st,central,n/a,druid heights,39.308046,-76.634708,street,1,2018,3,13,2018-03-10,35 to 50,early afternoon,TRUE,FALSE,1,2018-03-31
18e11034,2018-05-27T16:47:00Z,9,shooting,outside,firearm,724,male,33,black_or_african_american,1300 n carey st,western,n/a,sandtown-winchester,39.304016,-76.639069,street,1,2018,5,16,2018-05-27,26 to 34,after school,TRUE,FALSE,2,2018-06-30
18e11066,2018-05-27T01:30:00Z,9,shooting,outside,firearm,833,female,36,black_or_african_american,500 yale av,southwest,n/a,yale heights,39.323946,-76.685387,street,1,2018,5,1,2018-05-27,35 to 50,early morning,FALSE,FALSE,2,2018-06-30
18e11067,2018-05-27T19:39:00Z,9,shooting,outside,firearm,133,male,48,black_or_african_american,900 ducatel st,central,n/a,reservoir hill,39.312415041295225,-76.63429282287248,street,1,2018,5,19,2018-05-27,35 to 50,evening,FALSE,FALSE,2,2018-06-30
18d08027,2018-04-20T21:44:00Z,9,shooting,outside,firearm,832,male,21,black_or_african_american,3100 benson av,southwest,n/a,wilhelm park,39.274817,-76.668187,street,1,2018,4,21,2018-04-20,18 to 25,night,FALSE,FALSE,2,2018-06-30
18e08283,2018-05-21T22:45:00Z,9,shooting,outside,firearm,331,male,30,black_or_african_american,1800 n wolfe st,eastern,n/a,broadway east,39.31085,-76.591714,street,1,2018,5,22,2018-05-21,26 to 34,night,FALSE,FALSE,2,2018-06-30
18d07190,2018-04-18T22:27:00Z,9,shooting,outside,firearm,333,male,27,black_or_african_american,800 n kenwood av,eastern,n/a,madison-eastend,39.301132,-76.579539,street,1,2018,4,22,2018-04-18,26 to 34,night,FALSE,FALSE,2,2018-06-30
21j01607,2021-10-06T12:21:00Z,9,shooting,outside,firearm,711,male,24,black_or_african_american,1300 w baltimore st,western,n/a,franklin square,39.288737,-76.638085,street,1,2021,10,12,2021-10-06,18 to 25,early afternoon,TRUE,FALSE,4,2021-12-31
21j01739,2021-10-06T18:43:55Z,9,shooting,outside,firearm,331,male,23,black_or_african_american,1200 n patterson park ave,eastern,n/a,broadway east,39.305659070126595,-76.58562380148909,street,1,2021,10,18,2021-10-06,18 to 25,evening,TRUE,FALSE,4,2021-12-31
21j01753,2021-10-06T19:30:00Z,9,shooting,outside,firearm,832,male,26,black_or_african_american,1200 s caton ave,southwest,n/a,violetville,39.288377,-76.623714,public area,1,2021,10,19,2021-10-06,26 to 34,evening,FALSE,FALSE,4,2021-12-31
21j01607,2021-10-06T12:21:00Z,9,shooting,outside,firearm,711,male,19,black_or_african_american,1300 w baltimore st,western,n/a,franklin square,39.288737,-76.638085,street,1,2021,10,12,2021-10-06,18 to 25,early afternoon,TRUE,FALSE,4,2021-12-31
21j01739,2021-10-06T18:43:55Z,9,shooting,outside,firearm,331,male,30,black_or_african_american,1200 n patterson park ave,eastern,n/a,broadway east,39.305659070126595,-76.58562380148909,street,1,2021,10,18,2021-10-06,26 to 34,evening,TRUE,FALSE,4,2021-12-31
21j01739,2021-10-06T18:43:55Z,9,shooting,outside,firearm,331,male,18,black_or_african_american,1200 n patterson park ave,eastern,n/a,broadway east,39.305659070126595,-76.58562380148909,street,1,2021,10,18,2021-10-06,juvenile,evening,TRUE,FALSE,4,2021-12-31
21j01739,2021-10-06T18:43:55Z,9,shooting,outside,firearm,331,male,30,black_or_african_american,1200 n patterson park ave,eastern,n/a,broadway east,39.305659070126595,-76.58562380148909,street,1,2021,10,18,2021-10-06,26 to 34,evening,TRUE,FALSE,4,2021-12-31
18b00567,2018-02-02T12:26:00Z,9,shooting,outside,firearm,523,male,20,black_or_african_american,1200 woodbourne av,northern,n/a,cameron village,39.354193,-76.59816,vehicle,1,2018,2,12,2018-02-02,18 to 25,early afternoon,TRUE,FALSE,1,2018-03-31
18f10298,2018-06-28T03:30:00Z,9,shooting,outside,firearm,312,male,28,black_or_african_american,2200 aiken st,eastern,n/a,east baltimore midway,39.315145,-76.599418,street,1,2018,6,3,2018-06-28,26 to 34,early morning,FALSE,FALSE,2,2018-06-30
18c11080,2018-03-30T22:46:00Z,9,shooting,outside,firearm,523,male,18,black_or_african_american,300 broadmoor rd,northern,n/a,homeland,39.3548963449869,-76.61534012939573,street,1,2018,3,22,2018-03-30,juvenile,night,FALSE,FALSE,1,2018-03-31
18e07864,2018-05-19T17:43:00Z,9,shooting,outside,firearm,724,male,31,black_or_african_american,1300 n fremont av,western,n/a,sandtown-winchester,39.303453,-76.636931,street,1,2018,5,17,2018-05-19,26 to 34,evening,TRUE,FALSE,2,2018-06-30
18c07376,2018-03-20T19:51:00Z,9,shooting,outside,firearm,911,male,24,black_or_african_american,1500 popland st,southern,n/a,curtis bay,39.229204223495714,-76.58972463575553,street,1,2018,3,19,2018-03-20,18 to 25,evening,FALSE,FALSE,1,2018-03-31
18c07158,2018-03-20T09:02:00Z,9,shooting,outside,firearm,835,male,17,black_or_african_american,2500 emerson st,southwest,n/a,shipley hill,39.285215,-76.656419,vacant dwelling,1,2018,3,9,2018-03-20,juvenile,morning,TRUE,FALSE,1,2018-03-31
18c07326,2018-03-20T16:40:00Z,9,shooting,outside,firearm,123,male,22,black_or_african_american,1400 mc culloh st,central,n/a,upton,39.303351,-76.628881,street,1,2018,3,16,2018-03-20,18 to 25,after school,TRUE,FALSE,1,2018-03-31
18c07417,2018-03-20T22:47:00Z,9,shooting,inside,firearm,935,male,34,unknown,300 s calhoun st,southern,n/a,new southwest/mount clare,39.28445,-76.639394,common business,1,2018,3,22,2018-03-20,26 to 34,night,FALSE,FALSE,1,2018-03-31
18c11080,2018-03-30T22:46:00Z,9,shooting,outside,firearm,523,male,19,black_or_african_american,300 broadmoor rd,northern,n/a,homeland,39.3548963449869,-76.61534012939573,street,1,2018,3,22,2018-03-30,18 to 25,night,FALSE,FALSE,1,2018-03-31
18c10715,2018-03-30T03:16:00Z,9,shooting,outside,firearm,443,male,17,black_or_african_american,5200 barbara av,northeast,n/a,frankford,39.331037,-76.548206,street,1,2018,3,3,2018-03-30,juvenile,early morning,FALSE,FALSE,1,2018-03-31
18c11080,2018-03-30T22:46:00Z,9,shooting,outside,firearm,523,male,19,unknown,300 broadmoor rd,northern,n/a,homeland,39.3548963449869,-76.61534012939573,street,1,2018,3,22,2018-03-30,18 to 25,night,FALSE,FALSE,1,2018-03-31
18c02776,2018-03-08T14:31:00Z,9,shooting,outside,firearm,312,male,22,black_or_african_american,1100 e north av,eastern,n/a,east baltimore midway,39.317276,-76.607857,parking lot,1,2018,3,14,2018-03-08,18 to 25,early afternoon,TRUE,FALSE,1,2018-03-31
18c06644,2018-03-18T23:12:00Z,9,shooting,outside,firearm,911,male,25,black_or_african_american,1500 spruce st,southern,n/a,curtis bay,39.229744,-76.590345,alley,1,2018,3,23,2018-03-18,18 to 25,night,FALSE,FALSE,1,2018-03-31
18c09896,2018-03-27T22:37:00Z,9,shooting,outside,firearm,221,male,29,black_or_african_american,400 n rose st,southeast,n/a,mcelderry park,39.29575832833559,-76.58152856887735,street,1,2018,3,22,2018-03-27,26 to 34,night,FALSE,FALSE,1,2018-03-31
18c04376,2018-03-12T23:37:00Z,9,shooting,outside,firearm,714,female,49,black_or_african_american,1900 penrose av,western,n/a,penrose/fayette street outreach,39.291336,-76.647185,vehicle,1,2018,3,23,2018-03-12,35 to 50,night,FALSE,FALSE,1,2018-03-31
18c04376,2018-03-12T23:37:00Z,9,shooting,outside,firearm,714,male,24,black_or_african_american,1900 penrose av,western,n/a,penrose/fayette street outreach,39.291336,-76.647185,vehicle,1,2018,3,23,2018-03-12,18 to 25,night,FALSE,FALSE,1,2018-03-31
18c09596,2018-03-27T05:07:00Z,9,shooting,outside,firearm,423,male,30,black_or_african_american,6300 mcclean blvd,northeast,n/a,hamilton hills,39.363086,-76.568775,street,1,2018,3,5,2018-03-27,26 to 34,morning,FALSE,FALSE,1,2018-03-31
18c09881,2018-03-27T23:43:00Z,9,shooting,outside,firearm,724,male,27,black_or_african_american,1200 winchester st,western,n/a,sandtown-winchester,39.30255129729482,-76.6375649439576,street,1,2018,3,23,2018-03-27,26 to 34,night,FALSE,FALSE,1,2018-03-31
18c09596,2018-03-27T05:07:00Z,9,shooting,outside,firearm,423,male,25,black_or_african_american,6300 mcclean blvd,northeast,n/a,hamilton hills,39.363086,-76.568775,street,1,2018,3,5,2018-03-27,18 to 25,morning,FALSE,FALSE,1,2018-03-31
18c01810,2018-03-06T00:55:00Z,9,shooting,outside,firearm,731,male,29,black_or_african_american,1900 n fulton av,western,n/a,mondawmin,39.309939,-76.646581,street,1,2018,3,0,2018-03-06,26 to 34,early morning,FALSE,FALSE,1,2018-03-31
18c05812,2018-03-16T16:27:00Z,9,shooting,outside,firearm,913,male,35,white,3700 2nd st,southern,n/a,brooklyn,39.2367,-76.609265,alley,1,2018,3,16,2018-03-16,35 to 50,after school,TRUE,FALSE,1,2018-03-31
18d00527,2018-04-02T16:30:00Z,9,shooting,outside,firearm,732,male,29,black_or_african_american,2300 bryant av,western,n/a,parkview/woodbrook,39.316888,-76.648731,street,1,2018,4,16,2018-04-02,26 to 34,after school,TRUE,FALSE,2,2018-06-30
18b01340,2018-02-04T14:57:00Z,9,shooting,outside,firearm,221,female,21,black_or_african_american,500 n glover st,southeast,n/a,mcelderry park,39.290177,-76.567991,street,1,2018,2,14,2018-02-04,18 to 25,early afternoon,TRUE,FALSE,1,2018-03-31
18a11474,2018-01-30T22:08:00Z,9,shooting,outside,firearm,443,male,34,black_or_african_american,4400 marx av,northeast,n/a,frankford,39.330371,-76.558263,street,1,2018,1,22,2018-01-30,26 to 34,night,FALSE,FALSE,1,2018-03-31
18a11126,2018-01-30T02:11:00Z,9,shooting,outside,firearm,734,male,51,black_or_african_american,1800 n mount st,western,n/a,sandtown-winchester,39.308941,-76.645006,alley,1,2018,1,2,2018-01-30,51 to 74,early morning,FALSE,FALSE,1,2018-03-31
18a11135,2018-01-30T03:22:00Z,9,shooting,outside,firearm,621,male,38,black_or_african_american,4100 groveland ave,northwest,n/a,west arlington,39.340811,-76.68712,street,1,2018,1,3,2018-01-30,35 to 50,early morning,FALSE,FALSE,1,2018-03-31
18a11115,2018-01-30T02:45:00Z,9,shooting,outside,firearm,221,male,24,black_or_african_american,400 n lakewood av,southeast,n/a,mcelderry park,39.295806,-76.579343,street,1,2018,1,2,2018-01-30,18 to 25,early morning,FALSE,FALSE,1,2018-03-31
18d03838,2018-04-10T20:20:00Z,9,shooting,outside,firearm,314,male,27,black_or_african_american,1400 e preston st,eastern,n/a,oliver,39.30521047137901,-76.59950759676913,street,1,2018,4,20,2018-04-10,26 to 34,night,FALSE,FALSE,2,2018-06-30
18e11793,2018-05-29T19:40:00Z,9,shooting,outside,firearm,532,male,41,black_or_african_american,3000 oakford av,northern,n/a,parklane,39.34123,-76.665071,street,1,2018,5,19,2018-05-29,35 to 50,evening,FALSE,FALSE,2,2018-06-30
18d08296,2018-04-21T16:29:00Z,9,shooting,outside,firearm,411,male,36,black_or_african_american,1500 carswell st,northeast,n/a,coldstream homestead montebello,39.314393,-76.597849,street,1,2018,4,16,2018-04-21,35 to 50,after school,TRUE,FALSE,2,2018-06-30
18d00908,2018-04-03T14:06:00Z,9,shooting,outside,firearm,312,male,24,black_or_african_american,2100 aiken st,eastern,n/a,east baltimore midway,39.313934,-76.600665,vehicle,1,2018,4,14,2018-04-03,18 to 25,early afternoon,TRUE,FALSE,2,2018-06-30
18d00908,2018-04-03T14:06:00Z,9,shooting,outside,firearm,312,male,28,black_or_african_american,2100 aiken st,eastern,n/a,east baltimore midway,39.313934,-76.600665,vehicle,1,2018,4,14,2018-04-03,26 to 34,early afternoon,TRUE,FALSE,2,2018-06-30
18c02560,2018-03-07T23:13:00Z,9,shooting,outside,firearm,714,male,30,black_or_african_american,2100 vine st,western,n/a,penrose/fayette street outreach,39.289948038389625,-76.65086165747182,street,1,2018,3,23,2018-03-07,26 to 34,night,FALSE,FALSE,1,2018-03-31
18c02525,2018-03-07T19:07:00Z,9,shooting,outside,firearm,133,male,20,black_or_african_american,900 whitelock st,central,n/a,reservoir hill,39.314481,-76.632673,street,1,2018,3,19,2018-03-07,18 to 25,evening,FALSE,FALSE,1,2018-03-31
18c03703,2018-03-11T00:54:00Z,9,shooting,outside,firearm,111,male,42,black_or_african_american,400 e baltimore st,central,n/a,downtown,39.289693,-76.609691,street,1,2018,3,0,2018-03-11,35 to 50,early morning,FALSE,FALSE,1,2018-03-31
18a11135,2018-01-30T03:22:00Z,9,shooting,outside,firearm,621,male,33,black_or_african_american,4100 groveland ave,northwest,n/a,west arlington,39.340811,-76.68712,street,1,2018,1,3,2018-01-30,26 to 34,early morning,FALSE,FALSE,1,2018-03-31
18a07704,2018-01-21T22:55:00Z,9,shooting,outside,firearm,515,male,35,black_or_african_american,3600 ellerslie av,northern,n/a,waverly,39.33214616632246,-76.60371321366723,street,1,2018,1,22,2018-01-21,35 to 50,night,FALSE,FALSE,1,2018-03-31
18c02360,2018-03-07T13:41:00Z,9,shooting,outside,firearm,533,female,34,black_or_african_american,2500 shirley av,northern,n/a,greenspring,39.349876,-76.686034,street,1,2018,3,13,2018-03-07,26 to 34,early afternoon,TRUE,FALSE,1,2018-03-31
18c02310,2018-03-07T00:00:00Z,9,shooting,outside,firearm,221,male,33,black_or_african_american,2700 orleans st,southeast,n/a,mcelderry park,39.295813,-76.579195,street,1,2018,3,0,2018-03-07,26 to 34,early morning,FALSE,FALSE,1,2018-03-31
18b03653,2018-02-10T18:25:00Z,9,shooting,outside,firearm,223,male,43,unknown,100 fagley st,southeast,n/a,baltimore highlands,39.291444,-76.564664,street,1,2018,2,18,2018-02-10,35 to 50,evening,TRUE,FALSE,1,2018-03-31
18d02968,2018-04-08T18:19:00Z,9,shooting,outside,firearm,324,male,28,black_or_african_american,800 harford ct,eastern,n/a,oldtown,39.29906645040076,-76.60516374342681,street,1,2018,4,18,2018-04-08,26 to 34,evening,TRUE,FALSE,2,2018-06-30
18a08522,2018-01-23T19:43:00Z,9,shooting,outside,firearm,524,male,35,black_or_african_american,500 e cold spring la,northern,n/a,richnor springs,39.34621140144749,-76.60952426270002,street,1,2018,1,19,2018-01-23,35 to 50,evening,FALSE,FALSE,1,2018-03-31
18e08817,2018-05-22T08:32:00Z,9,shooting,outside,firearm,634,male,41,black_or_african_american,4000 w belvedere av,northwest,n/a,woodmere,39.35452,-76.662308,hospital,1,2018,5,8,2018-05-22,35 to 50,morning,TRUE,FALSE,2,2018-06-30
18d06329,2018-04-16T21:44:00Z,9,shooting,outside,firearm,313,male,50,black_or_african_american,800 e preston st,eastern,n/a,johnston square,39.305412,-76.605213,street,1,2018,4,21,2018-04-16,35 to 50,night,FALSE,FALSE,2,2018-06-30
18a11884,2018-01-31T22:00:00Z,9,shooting,outside,firearm,712,male,21,black_or_african_american,900 w lexington st,western,n/a,poppleton,39.29109,-76.632342,street,1,2018,1,22,2018-01-31,18 to 25,night,FALSE,FALSE,1,2018-03-31
18e11885,2018-05-29T22:48:00Z,9,shooting,outside,firearm,932,male,27,black_or_african_american,1200 sargeant st,southern,n/a,washington village/pigtown,39.281959,-76.633829,street,1,2018,5,22,2018-05-29,26 to 34,night,FALSE,FALSE,2,2018-06-30
18b02444,2018-02-07T11:30:00Z,9,shooting,outside,firearm,731,male,30,black_or_african_american,2000 gwynns falls pkwy,western,n/a,mondawmin,39.315906,-76.652202,parking lot,1,2018,2,11,2018-02-07,26 to 34,morning,TRUE,FALSE,1,2018-03-31
18b02280,2018-02-06T21:20:00Z,9,shooting,outside,firearm,724,male,23,black_or_african_american,900 n calhoun st,western,n/a,sandtown-winchester,39.299045676794925,-76.64020380863641,street,1,2018,2,21,2018-02-06,18 to 25,night,FALSE,FALSE,1,2018-03-31
18d05236,2018-04-13T23:14:00Z,9,shooting,outside,firearm,814,female,19,black_or_african_american,3000 rayner av,southwest,n/a,franklintown road,39.296516,-76.666885,street,1,2018,4,23,2018-04-13,18 to 25,night,FALSE,FALSE,2,2018-06-30
18d04934,2018-04-13T10:05:00Z,9,shooting,outside,firearm,711,male,39,black_or_african_american,300 n stricker st,western,n/a,franklin square,39.292446,-76.641123,street,1,2018,4,10,2018-04-13,35 to 50,morning,TRUE,FALSE,2,2018-06-30
18d05166,2018-04-13T19:48:00Z,9,shooting,outside,firearm,835,male,27,black_or_african_american,3200 phelps la,southwest,n/a,carroll-south hilton,39.287009,-76.671626,street,1,2018,4,19,2018-04-13,26 to 34,evening,FALSE,FALSE,2,2018-06-30
18c07593,2018-03-21T16:56:00Z,9,shooting,outside,firearm,814,male,20,black_or_african_american,900 n franklintown rd,southwest,n/a,franklintown road,39.297093,-76.667099,street,1,2018,3,16,2018-03-21,18 to 25,after school,TRUE,FALSE,1,2018-03-31
18d05226,2018-04-13T22:41:00Z,9,shooting,outside,firearm,224,male,52,black_or_african_american,500 n east av,southeast,n/a,ellwood park/monument,39.29718983023458,-76.57230046522986,street,1,2018,4,22,2018-04-13,51 to 74,night,FALSE,FALSE,2,2018-06-30
18d05166,2018-04-13T19:48:00Z,9,shooting,outside,firearm,835,male,28,black_or_african_american,3200 phelps la,southwest,n/a,carroll-south hilton,39.287009,-76.671626,street,1,2018,4,19,2018-04-13,26 to 34,evening,FALSE,FALSE,2,2018-06-30
18d05184,2018-04-13T20:55:00Z,9,shooting,outside,firearm,734,male,28,black_or_african_american,1700 n calhoun st,western,n/a,sandtown-winchester,39.30805493156283,-76.64368888876353,street,1,2018,4,20,2018-04-13,26 to 34,night,FALSE,FALSE,2,2018-06-30
18d05222,2018-04-13T22:30:00Z,9,shooting,outside,firearm,633,male,18,black_or_african_american,3800 w belvedere av,northwest,n/a,arlington,39.345287,-76.681522,parking lot,1,2018,4,22,2018-04-13,juvenile,night,FALSE,FALSE,2,2018-06-30
18037894,2018-03-22T00:00:00Z,9,shooting,outside,firearm,123,male,23,black_or_african_american,400 dolphin st,central,n/a,upton,39.30222773082644,-76.62602833133816,street,1,2018,3,0,2018-03-22,18 to 25,early morning,FALSE,FALSE,1,2018-03-31
